name	css	codepoint	categories	popularity	terms
notification_important	ms:ms ms-notification_important	e004	Actions	3710	!;Actions;active;alarm;alert;app icon;attention;bell;caution;chime;communication;critical;danger;error;exclamation;icon;important;inbox;information;mark;message;new;notification;notification bell;notification important;notification_important;notifications;notify;reminder;ring;sound;status;status update;symbol;system;timely;ui element;ui icon;update;urgent;urgent message;warning
notification_multiple	ms:ms ms-notification_multiple	e6c2	Communicate	54	alarm;alarms;alerts;approve;attention;badge;bell;bell icon;check;communicate;Communicate;communication;document;email;file;grouped;important;indicator;letters;mail;many;message;messages;multiple;news;note;notes;notification;notification multiple;notification_multiple;numerous;open;read;reminder;reminders;select;several;signal;stack;stacked;status;symbol;tick;updates;yes
notification_settings	ms:ms ms-notification_settings	f367	Communicate	22	active;administration;alarm;alert;application;bell;change;chime;Communicate;configure;control;customize;details;gear;info;information;manage;manage alerts;manage notifications;message;mute;notification;notification settings;notification_settings;notifications;notify;options;personal;personalize;preferences;reminder;reminders;ring;ringtone;service;settings;setup;snooze;sound;subscribe;subscribe alerts;system;update;vibration;volume
notification_sound	ms:ms ms-notification_sound	f353	Communicate	52	active;alarm;alert;alert sound;announcement;attention;audible;audio;bell;broadcast;chime;Communicate;communication;ding;hear;information;message;news;noise;notification;notification sound;notification_sound;notifications;notify;pulse;reminder;ring;ringtone;signal;sound;speaker;tones;urgent;vibrate;volume;wave
notifications	ms:ms ms-notifications	e7f5	Communicate	35587	active;alarm;alert;announcement;app;bell;chime;Communicate;communication;control;ding;follow;hear;icon;inbox;listen;mail;message;none;notification;notifications;notify;outline;preferences;reminder;ring;setting;shape;sound;subscribe;symbol;system;toggle;unread;update
notifications_active	ms:ms ms-notifications_active	e7f7	Communicate	9163	active;alarm;alert;attention;bell;broadcast;chime;Communicate;communication;current;enabled;engaged;incoming;indicator;live;message;new;notification;notifications;notifications active;notifications_active;notify;priority;reminder;ring;ringing;ringing bell;signal;sound;status;symbol;ui element;update;urgent
notifications_none	ms:ms ms-notifications_none	e7f5			none;notifications;notifications none;notifications_none
notifications_off	ms:ms ms-notifications_off	e7f6	Communicate	1892	active;alarm;alarm off;alert;alert off;bell;bell off;blocked;cease;chime;chime off;Communicate;deactivate;disabled;disarm;enabled;halt;mute;no alerts;no notifications;no sound;none;notifications;notifications off;notifications_off;notify;off;offline;on;pause;quiet;reminder;ring;silence;silent;slash;sound;sound off;still;stop;suspend;turned off
notifications_paused	ms:ms ms-notifications_paused	e7f8	Communicate	589	active;alarm;alert;attention;bell;caution;chime;Communicate;cross;diagonal;disable;disabled;do not disturb;ignore;line;mute;muted;notification;notifications;notifications paused;notifications_paused;notify;off;pause;paused;quiet;remind later;reminder;ring --- pause;silence;slash;sleep;snooze;sound;stop;suspend;suspended;triangle;warning;z;zzz
notifications_unread	ms:ms ms-notifications_unread	f4fe	Communicate	138	active;activity;alarm;alert;alerts;attention;badge;bell;chime;circle;Communicate;dot;incoming;indicator;marker;message;messages;new;notification;notifications;notifications unread;notifications_unread;notify;number;ping;point;reminder;reminders;ring;round;signal;sound;status;unread;updates
numbers	ms:ms ms-numbers	eac7	Text	760	active;bullet;busy;button;choice;circle;complete;control;digit;dot;empty;filled;full;geometry;inactive;incomplete;indicator;loading;marker;numbers;off;option;point;radio button;round;selected;selection;shape;solid;status;symbol;Text;toggle;unchecked
nutrition	ms:ms ms-nutrition	e110	Social	240	apple;breakfast;calorie;calories;cutlery;diet;diet plan;dining;dinner;dishware;eat;food;fork;fruit;health;healthy;ingredients;knife;knife and fork;lunch;meal;mealtime;menu;minerals;nutrition;orange;produce;restaurant;restaurant location;silver;silverwear;Social;vitamins;wellness
ods	ms:ms ms-ods	e6e8	Communicate	32	analytics;bullet points;bulleted list;checklist;Communicate;data;dots;drag and drop;drag handle;google;grip;handle;horizontal lines;infrastructure;items;lines;list;list style;menu;move;navigation;numbered list;ods;operations;options;order;organize;outline;rearrange;reorder;rows;science;sort
odt	ms:ms ms-odt	e6e9	Communicate	15	chip;Communicate;data file;die;digital document;document;document format;document icon;electronic document;file;file icon;file type;libreoffice;ode file;odt;odt format;office file;office suite;on;open document text;openoffice;paper;semiconductor;technology;termination;text editor;text file;text icon;word;word document;word processor;writing
offline_bolt	ms:ms ms-offline_bolt	e932			bolt;offline;offline bolt;offline_bolt
offline_pin	ms:ms ms-offline_pin	e90a	Actions	864	Actions;approve;available offline;cache;check;checkmark;circle;complete;destination;done;download;dropped pin;favorite;local;location;map;map pin;mark;marked;marker;navigation;offline;offline access;offline map;offline mode;offline pin;offline_pin;ok;pin;pinned;placed;point;position;save;saved location;saved pin;select;stored;tick;validate;verified;yes
offline_pin_off	ms:ms ms-offline_pin_off	f4d0	Actions	8	Actions;approve;check;checkmark;circle;complete;connection;disabled;disabled pin;disconnected;done;enabled;geo;icon;line;location;map;mark;marker;network;no pin;not available;not pinned;off;offline;offline pin;offline pin off;offline_pin_off;ok;on;outline;pin;place;point;position;removed;select;slash;symbol;tick;unavailable;unpinned;validate;verified;yes
offline_share	ms:ms ms-offline_share	f2de			offline;offline share;offline_share;share
oil_barrel	ms:ms ms-oil_barrel	ec15	Social	989	barrel;black gold;commodity;container;crude oil;diesel;droplet;drum;economic;energy;fuel;gas;gasoline;industrial;industry;logistics;nest;oil;oil barrel;oil drum;oil_barrel;petrol;petroleum;power;production;refinery;reserve;resource;shipping;Social;storage;supply;tank;transportation;water
okonomiyaki	ms:ms ms-okonomiyaki	f281	Travel	9	appetizer;asian food;batter;breakfast;cabbage;cooking;cuisine;culinary;dinner;dish;eating;food;gastronomy;grill;grilled food;hot plate;japan;japanese food;lunch;meal;okonomiyaki;pan-fried;pancake;restaurant;savory pancake;snack;street food;Travel
on_device_training	ms:ms ms-on_device_training	ebfd	Actions	709	Actions;ai;analytics;arrow;artificial intelligence;bar;brain;bulb;call;cell;chart;computation;computer;contact;data;development;device;education;graph;growth;hardware;idea;improvement;information;inprogress;intelligence;learning;light;load;loading;machine;mind;mobile;model;monitor;neural network;on;on device training;on_device_training;phone;process;progress;refresh;renew;restore;reverse;rotate;screen;system;technology;telephone;training
on_hub_device	ms:ms ms-on_hub_device	e6c3	Home	15	access;access point;box;central;communication;connect;connected;connection;connection point;data;device;digital;electronics;gateway;hardware;Home;home automation;hub;internet;join;link;modem;network;on;on hub device;on_hub_device;point;router;server;smart home;system;technology;wifi;wireless
oncology	ms:ms ms-oncology	e114	Social	20	biology;body;cancer;care;chemotherapy;clinic;diagnosis;digest;digestive;disease;doctor;find;gastro;genetics;gi;glass;gut;guts;health;healthcare;hospital;hospital department;human;intestine;laboratory;look;magnify;magnifying;medical;medical field;medical specialty;medicine;microscope;oncology;patient;radiation;research;science;search;see;Social;specialist;stomach;therapy;tract;treatment;tumor
ondemand_video	ms:ms ms-ondemand_video	e63a			ondemand;ondemand video;ondemand_video;video
online_prediction	ms:ms ms-online_prediction	f0eb	Actions	1018	Actions;ai;analysis;analytics;artificial intelligence;bulb;business;chart;computer;connection;curve;data;diagram;forecast;future;graph;growth;idea;increase;information;light;line;machine learning;monitor;network;online;online prediction;online_prediction;prediction;report;screen;signal;statistics;technology;trend;up;wireless
onsen	ms:ms ms-onsen	f6f8	Activities	55	abstract;Activities;asia;bath;bathe;bathhouse;curve;destination;geometric;heat;hot;hot spring;hot springs;hot tub;japanese;lines;mineral;mountain;natural;onsen;outdoor;pool;relax;resort;spa;steam;symbol;therapy;three;tourism;travel;vapor;water;wavy;wellness;zen
opacity	ms:ms ms-opacity	e91c	Images	959	adjustment;appearance;blend;box;color;control;dark;design;drop;droplet;editor;effect;fade;fill;gradient;graphic;horizontal;hue;Images;invert;inverted;layers;light;lines;object;opacity;overlay;palette;property;rectangle;setting;shape;solid;square;tone;tool;transparency;visibility;visual;water
open_in_browser	ms:ms ms-open_in_browser	e89d	Actions	1495	access;Actions;arrow;box;browser;browser window;diagonal arrow;direct link;expand;external;external link;external window;frame;full screen;hyperlink;hypertext;in;internet;launch;navigate;new tab;new window;online content;open;open in browser;open url;open_in_browser;pointer;rectangle;site;square;up;url;view online;web;website;window
open_in_full	ms:ms ms-open_in_full	f1ce	UI actions	8513	action;arrow;arrows;box;corners;dimensions;display;document;enlarge;expand;frame;full;full screen;fullscreen;grow;image;in;maximize;media;move;open;open in full;open_in_full;out;photo;player;presentation;resize;screen;size;square;UI actions;video;view;visual;window;zoom
open_in_new	ms:ms ms-open_in_new	e89e	UI actions	25953	access;action;app;application;arrow;box;button;components;depart;destination;exit;expand;external;follow;forward;go;in;interface;launch;link;navigate;new;open;open in new;open_in_new;out;page;pop out;portal;redirect;reference;right;screen;share;site;square;tab;ui;UI actions;up;url;ux;web;website;window
open_in_new_down	ms:ms ms-open_in_new_down	f70f	UI actions	52	app;application;arrow;box;browser;components;content;document;down;down arrow;exit;external link;file;in;interface;internet;link;navigation;new;new window;open;open in new;open in new down;open_in_new_down;out;popup;program;redirect;right;right arrow;screen;share;site;square;tab;ui;UI actions;upward arrow;ux;view;web;website;window
open_in_new_off	ms:ms ms-open_in_new_off	e4f6	UI actions	697	arrow;blocked;blocked link;box;broken arrow;browser;diagonal arrow;direction;disabled;enabled;export;external;external link;in;inactive;link;navigation;new;new tab;off;on;open;open in new off;open_in_new_off;outward;outward arrow;redirect;restricted;restricted link;slash;square;UI actions;unavailable;unavailable link;url;website;window
open_in_phone	ms:ms ms-open_in_phone	f2d2			in;open;open in phone;open_in_phone;phone
open_jam	ms:ms ms-open_jam	efae	Hardware	21	access;Android;archive;arrow;arrows;browse;cabinet;chrome;computer;container;data;desktop;device;direction;directory;document;drawer;drive;explore;file;folder;hardware;Hardware;information;iOS;jam;mac;monitor;open;open jam;open_jam;organize;OS;records;repository;storage;system;tab;up;view;web;window
open_run	ms:ms ms-open_run	f4b7	UI actions	64	activate;advance;arrow;arrows;begin;button;chevron;collapse;continue;control;cursor;direction;down;execute;expand;expandable;expansion;fitbit;forward;go;initiate;launch;list;media control;more;movement;navigation;next;open;open run;open_run;play;point;polygon;proceed;resume;right arrow;run;shape;start;triangle;UI actions
open_with	ms:ms ms-open_with	e89f	UI actions	4215	application;arrow;arrows;arrows pointing out;box;corners;dimensions;direction;display;document;enlarge;enter;expand;file;four arrows;frame;full screen;fullscreen;maximize;media;mode;move;open;open with;open_with;outward arrows;pan;resize;scale;size;square;stretch;UI actions;view;visual;window;with;zoom
ophthalmology	ms:ms ms-ophthalmology	e115	Social	16	anatomy;biology;body;checkup;clinic;cornea;doctor;examination;eye;eyeball;eyes;health;healthcare;hospital;human;human body;iris;look;medical;observe;ophthalmology;optical;optometry;organ;pupil;sight;Social;specialist;study;view;vision;visual
oral_disease	ms:ms ms-oral_disease	e116	Social	13	ailment;anatomy;body;checkup;clinic;dental;dentist;dentistry;diagnosis;disease;doctor;gums;health;healthcare;human;illness;infection;inflammation;issue;medical;mouth;oral;oral disease;oral_disease;pain;patient;problem;sickness;Social;teeth;tongue;tooth;treatment;unwell
orbit	ms:ms ms-orbit	f426	Social	69	abstract;astronomy;circle;communication;concept;connection;core;cosmos;data;diagram;dv360;element;exploration;graphic;illustration;information;intelligence;line;link;movement;network;nodes;nucleus;orbit;outer space;path;planet;ring;satellite;science;Social;solar system;space;symbol;system;technology;trajectory
order_approve	ms:ms ms-order_approve	f812	Business	194	approval;approve;assignment;Business;check;checklist;commerce;complete;compliance;confirmation;document;done;file;finished;form;inventory;items;job;line items;list;order;order approve;order_approve;paper;processing;products;purchase;shopping;stock;task;transaction;validation;verification
order_play	ms:ms ms-order_play	f811	Business	37	action;audio;Business;command;continue;doc;document;execute;file;function;health;list;media control;music;numbered list;order;order play;order_play;ordered list;orders;page;paper;play;play button;playback;process;receipt;receipts;resume;run;sequence;start;steps;task list;three lines;triangle;triangle pointing right;video;workflow
orders	ms:ms ms-orders	eb14	Business	282	box;Business;checklist;data;delivery;details;document;documents;entries;filing;history;horizontal lines;inventory;items;line;lines;list;list items;listing;mail;management;notes;numbered list;numbering;open;order;orders;packaged;paper;purchase;records;report;rows;sales;sorting;transaction
orthopedics	ms:ms ms-orthopedics	f897	Social	235	anatomy;body structure;bone;bones;clinic;diagnosis;doctor;education;health;healthcare;hospital;human;human body;joints;medical;medicine;orthopedics;osteology;patient;rehabilitation;ribcage;scan;science;skeleton;skeleton outline;skull;Social;spine;therapy;treatment;x-ray
other_admission	ms:ms ms-other_admission	e47b	Text	48	access;action;add;admission;arrow;basic;button;clinical;control;create;data;diagonal arrow;direction;doc;document;enter;entry;extra;file;geometry;health;inbound;incoming;insert;interface element;line;link;more;navigation;new;note;other;other admission;other_admission;page;paper;pend;pending;plus;right arrow;simple;Text;ui element;upwards arrow;writing
other_houses	ms:ms ms-other_houses	e58c	Travel	2012	abodes;architecture;area;buildings;collection of homes;community;cottage;district;dwelling;estate;group of houses;habitations;home;homes;house;houses;housing;housing development;maps;multiple houses;neighborhood;other;other houses;other_houses;place;property;real;real estate;residence;residences;residential;residential area;stay;structure;suburban;town;Travel;traveling;urban;village
outbound	ms:ms ms-outbound	e1ca	Actions	1044	Actions;arrow;away;basic;box;circle;diagonal arrow;directional;element;exit;export;external;jump;leaving;line;link;move;navigation;new window;open;outbound;outline;outside;redirect;right;right arrow;share;simple;square;stroke;symbol;up;up arrow
outbox	ms:ms ms-outbox	ef5f	Communicate	614	arrow;box;Communicate;compartment;container;deliver;delivery;drafts;email;export;holding;mail;message;move;open;outbox;outgoing;pending;processing;queue;rectangle;send;sending;sent;square;storing;transfer;unsent;upload;upward
outbox_alt	ms:ms ms-outbox_alt	eb17	Communicate	25	alt;archive;box;chat;communicate;Communicate;communication;container;delivery;distribution;documents;drawer;ecommerce;email;export;file;folder;inventory;logistics;mail;message;outbox;outbox alt;outbox_alt;outgoing;package;parcel;pending;queue;send;sending;shipping;storage;talk;tray;upload;warehouse
outdoor_garden	ms:ms ms-outdoor_garden	e205	Social	648	backyard;barrier;botanical;boundaries;boundary;branch;branches;door;ecology;entrance;environment;environmental;fence;field;flora;flowers;foliage;forest;garden;gate;grass;green;growth;home;house;landscape;landscaping;leaf;leaves;meadow;natural;nature;nest;outdoor;outdoor garden;outdoor_garden;outside;park;plant;plantlife;protection;Social;tree;woods;yard
outdoor_grill	ms:ms ms-outdoor_grill	ea47	Household	948	appliance;backyard;barbecue;barbeque;bbq;charcoal;chimney;cook;cooking;cookout;dining;eating;entertainment;equipment;fire;food;grill;heat;home;house;Household;kitchenware;legs;leisure;lid;meat;outdoor;outdoor grill;outdoor kitchen;outdoor_grill;outside;party;patio;picnic;rectangular;smoke;summer
outgoing_mail	ms:ms ms-outgoing_mail	f0d2	Communicate	2743	address;app;application;arrow;arrows;button;Communicate;communication;delivery;digital;directions;document;electronic;email;envelop;envelope;forward;graphic;icon;inbox;interface;internet;letter;letters;mail;message;navigation;online;outbound;outgoing;outgoing mail;outgoing_mail;paper;post;right;send;send mail;stamp;symbol;to;ui element;writing
outlet	ms:ms ms-outlet	f1d4	Household	497	adapter;charge;charging point;connect;connecter;connection;current;disconnect;electrical;electrical outlet;electricity;electricity symbol;energy;energy supply;Household;outlet;plug;plug in;port;power;power connection;power cord;power source;power up;recharge;socket;voltage;wall socket
outlined_flag	ms:ms ms-outlined_flag	f0c6			flag;outlined;outlined flag;outlined_flag
outpatient	ms:ms ms-outpatient	e118	Social	16	appointment;care;clinic;clinical;consultation;data;diagram;doc;doctor;document;figure;file;graphic;health;healthcare;hospital;human;icon;illustration;line art;male;man;medical;movement;note;outline;outpatient;page;paper;patient;pend;pending;person;silhouette;Social;standing;symbol;vector;visit;walking;writing
outpatient_med	ms:ms ms-outpatient_med	e119	Social	8	appointment;arrow;care;clinic;clinical;consultation;cross;doctor;examination;health;healthcare;hospital;med;medical;medicine;out;outpatient;outpatient med;outpatient_med;patient;pharmacy;pill;plus sign;prescription;right;Social;tablet;treatment;visit
output	ms:ms ms-output	ebbe	UI actions	2039	action;area;arrows;box;control;corners;diagonal;display;element;enlarge;expand;expand control;full screen;function;geometry;grow;interface;lines;maximize;maximize button;output;rectangle;resize;screen control;shape;stretch;ui;UI actions;ux;view
output_circle	ms:ms ms-output_circle	f70e	UI actions	40	arrow;arrows;boundary;circle;complete;completion;conclusive;data;definite;destination;direction;dot;down;end point;exact;filled circle;final;finished;geofence;indicator;install;location;marker;navigation;out;output;output circle;output_circle;outside;pinpoint;point;precise;progress;result;solid circle;south;status;target;UI actions;ultimate;zone
oven	ms:ms ms-oven	e9c7	Household	31	abstract;appliance;bake;baking;basic;broiler;cook;cooker;cooking;door;electronics;food;furnace;grill;handle;heating;heet;home;hot;house;Household;kitchen;meal;minimal;modern;outline;oven;rectangle;roast;simple;smart home;square;store;stroke;technology
oven_gen	ms:ms ms-oven_gen	e843	Household	567	appliance;bake;baking;broil;controls;cook;cooking;culinary;dial;domestic appliance;door;electric;food;food preparation;gen;grill;handle;heat;heating;home;home appliance;house;Household;kitchen;kitchen appliance;knob;machine;meal;nest;oven;oven gen;oven_gen;rectangle;roast;roasting;settings;square;temperature;timer
overview	ms:ms ms-overview	e4a7	Text	285	abstract;all;analysis;big picture;brief;clinical;clock;complete;comprehensive;concept;dashboard;data;date;details;display;doc;document;file;full;general;glance;health;high-level;information;metrics;note;outline;overall;overview;page;paper;principle;report;schedule;snapshot;statistics;subject;summary;Text;time;topic;total;view
overview_key	ms:ms ms-overview_key	f7d4	Android	106	abstract;access;Android;applications;arrangement;blocks;chrome;chromebook;control;display;four squares;function;grid;key;layout;menu;multitasking;navigation;organization;overview;overview key;overview_key;panels;pattern;perspective;screen;sections;segments;settings;squares;symmetrical;tasks;tiles;view;window;windows;workflow
owl	ms:ms ms-owl	f3b4	Social	103	academic;animal;beak;bird;creature;ears;education;eyes;face;head;intelligence;knowledge;learning;mascot;nature;night;nocturnal;owl;research;smart;Social;study;symbol;university;wildlife;wisdom;wise
oxygen_saturation	ms:ms ms-oxygen_saturation	e4de	Social	21	beat;body;cardio;cardiogram;clinic;ecg;ekg;health;health data;healthcare;heart;heart rate;heartbeat;hospital;human;life;line graph;measurement;medical;medical device;monitoring;nose;nostril;oxygen;oxygen saturation;oxygen_saturation;patient;pulse;pulse wave;rhythm;saturation;sensor;Social;spo2;vital data;vital signs;wave
p2p	ms:ms ms-p2p	f52a	Hardware	40	communication;connect;connect users;connection;data;decentralised;device;direct connection;distributed;dots;hardware;Hardware;link;linked;mobile;network;network connections;network nodes;networking;new;nodes;p2p;pairing;peer;peer to peer;peer-to-peer;people;phone;plus;point to point;points;pp;send;sending;share;share information;sharing;symbol;telephone;transfer;transfer data;two;users
pace	ms:ms ms-pace	f6b8	Activities	164	Activities;activity;arrow;athlete;clock;distance;exercise;figure;fitness;gauge;indicator;journey;measure;meter;movement;pace;path;person;progression;race;rate;rhythm;running;running track;silhouette;speed;sports;sprint;stopwatch;tempo;time;timer;track;travel;walk
pacemaker	ms:ms ms-pacemaker	e656	Hardware	16	battery;cardio;cardiology;care;connected;device;dots;ecg;ekg;electricity;electronics;emergency;Hardware;health;healthcare;heart;heartbeat;implant;lines;machine;medical;medical device;medical equipment;monitor;monitoring;pacemaker;points;pulse;rhythm;wires
package	ms:ms ms-package	e48f	Maps	1844	box;boxes;cargo;carton;container;crate;delivery;distribution;freight;goods;inventory;item;logistics;mail;Maps;move;object;open box;order;package;packages;parcel;post;postal;product;received;rectangle;send;shipment;shipping;square;stamp;storage;supplies;transport;unpack;warehousing
package_2	ms:ms ms-package_2	f569	Maps	360	2;box;boxes;carton;delivery;geometric;gift;goods;inventory;lines;logistics;mail;Maps;merchandise;move;open box;order;package;package 2;package_2;packages;parcel;post;postal;product;send;shipment;shipping;square;stamp;storage;transport;unboxing;warehouse
padding	ms:ms ms-padding	e9c8	Text	168	adjust;alignment;arrangement;arrows;boundaries;box;composition;control;design;direction;document;dots;edges;edit;formatting;layout;lines;margin;margins;offset;options;padding;presentation;rectangle;settings;size;space;spacing;square;structure;text;Text;visual
padel	ms:ms ms-padel	f2a7	Activities	10	active;Activities;activity;athlete;athletic;ball;bat;competition;court;entertainment;equipment;exercise;fitness;game;gear;healthy;hobby;leisure;paddle;padel;physical;play;racket;recreation;social;sport;sports;sports equipment;tennis
page_control	ms:ms ms-page_control	e731	UI actions	87	carousel;circle;circles;content;control;current page;dot indicator;dot navigation;dots;ellipse;ellipses;guide;indicators;location;marker;marker points;markers;media;more;navigation;page;page control;page navigation;page number;page_control;pagination;points;position;progress;scroll;selector;sequence;slider;step indicator;step navigation;steppers;steps;swipe;UI actions;web;wizard
page_footer	ms:ms ms-page_footer	f383	Text	10	area;bars;block;bottom;bottom bar;boundary;closing;closure;conclusion;content;dash;divider;doc;document;draft;element;end;finish;footer;format;horizontal;layout;lines;page;page end;page footer;page_footer;rule;rule of three;section;separator;stripe;style;text;Text;text section;three
page_header	ms:ms ms-page_header	f384	Text	13	area;block;component;content;data;display;division;doc;document;draft;element;file;format;graphic;header;information;layout;outline;page;page header;page_header;paper;representation;screen;section;sheet;structure;style;symbol;text;Text;title;top;view;visual
page_info	ms:ms ms-page_info	f614	UI actions	370	about;app;browser;chrome;content;context;controls;data;description;details;display;document;element;entry;file;filters;help;info;information;interface;list;metadata;more;options;page;page info;page_info;properties;question;read;record;report;settings;summary;UI actions;web;website
page_menu_ios	ms:ms ms-page_menu_ios	eefb	UI actions	11	app;article;book;burger;content;data;details;document;file;format;hamburger;horizontal lines;information;ios;lines;list;menu;more;navigation;notes;options;page;page menu ios;page_menu_ios;paper;record;report;sheet;stack;text;three lines;ui;UI actions;ux;view;writing
pageless	ms:ms ms-pageless	f509	Text	31	adjust;adjustments;area;concept;content;continuous;crop;data;display;document;edit;editing;editor;endless;flow;format;frame;image;images;infinite;layout;mode;pageless;pages;paper;photo;photos;presentation;rectangle;representation;scrolling;seamless;settings;size;text;Text;view;visual;writing
pages	ms:ms ms-pages	e7f9	Text	771	archive;article;bundle;collection;content;copy;data;documents;duplicate;file manager;files;forms;gplus;group;information;layered;layering;library;list;multiple;new document;organization;pages;paper;parallel;post;records;rectangle;reports;sheets;squared;stacked;stacking;star;Text
pageview	ms:ms ms-pageview	e8a0	Actions	2011	Actions;add;book;browse;circle;content;create;data;details;doc;document;enlarge;entry;explore;file;find;form;glass;information;locate;magnify;magnifying;new;note;page;pageview;paper;plus;reading;rectangle;scan;search;text;view;zoom
paid	ms:ms ms-paid	f041	Business	11328	amount;balance;banknote;bill;business;Business;buy;card;cash;circle;coin;commerce;cost;credit;currency;debt;dollar;dollars;e-commerce;economic;expense;finance;income;monetization;money;on;online;paid;pay;payment;price;purchase;savings;shopping;symbol;transaction;value;wealth
palette	ms:ms ms-palette	e40a	Images	7695	appearance;art;artist;artistic;brush;color;colors;creative;customization;customize;design;designer;draw;drawing;editor;filters;graphic;hues;Images;paint;painting;palette;shades;spectrum;style;swatch;theme;tint;tints;tone;tones;visual
pallet	ms:ms ms-pallet	f86a	Business	46	bars;box;Business;cargo;commercial;construction;crate;delivery;distribution;factory;freight;goods;handling;industrial;inventory;lines;load;logistics;manufactory;movement;pallet;rectangular;shipping;stack;storage;supply chain;transport;transportation;warehouse;wood
pan_tool	ms:ms ms-pan_tool	e925	Actions	2516	Actions;application;control;cursor;drag;editor;fingers;gesture;glove;grab;graphic;hand;hands;hold;human;icon;interface element;manipulation;map;move;navigation;pan;pan tool;pan_tool;pointer;position;scan;select;software;stop;symbol;tool;view
pan_tool_alt	ms:ms ms-pan_tool_alt	ebb9	Actions	3302	action;Actions;alt;control;cursor;digital hand;drag;fingers;gesture;grab;grab hand;graphic;grasp;hand;hands;hold;human;icon;interaction;interactive;interface;interface hand;manipulation;map;move;move hand;movement;navigation;pan;pan tool alt;pan_tool_alt;point;pointer;scan;stop;symbol;tool;tool icon;ui element
pan_zoom	ms:ms ms-pan_zoom	f655	Actions	145	Actions;adjust;arrow;arrows;control;cursor;detail;discover;dragging;enlarge;expand;exploration;fill;find;focus;gesture;grab;hand;inspect;interaction;locate;magnifying glass;move;navigate;out;outward;pan;pan zoom;pan_zoom;perspective;pointer;reduce;scale;search;stretch;tool;view;zoom;zooms
panorama	ms:ms ms-panorama	e40b	Images	804	ad;advertisement;advertising;angle;banner;display;elongated;graphic;horizontal;image;Images;landscape;layout;marketing;mountain;mountains;panorama;perspective;photo;photography;picture;planning;promotion;rectangular;scenic;stretched;view;vista;wide
panorama_fish_eye	ms:ms ms-panorama_fish_eye	e40c			eye;fish;panorama;panorama fish eye;panorama_fish_eye
panorama_horizontal	ms:ms ms-panorama_horizontal	e40d	Images	292	angle;aspect ratio;camera;composition;display;expand;format;fullscreen;geometric;horizontal;image;Images;landscape;layout;media;panorama;panorama horizontal;panorama_horizontal;panoramic;perspective;photo;photography;picture;rectangle;scene;scenic;screen;shape;stretch;view;visual;wide;wide shot
panorama_photosphere	ms:ms ms-panorama_photosphere	e9c9	Images	240	360;angle;ar;augmented reality;camera;environment;experience;explore;globe;horizontal;image;Images;immersive;landscape;map;panorama;panorama photosphere;panorama_photosphere;perspective;photo;photography;photosphere;picture;scene;sphere;surround;travel;view;virtual reality;visual;vr;wide;wide angle;world
panorama_vertical	ms:ms ms-panorama_vertical	e40e	Images	149	angle;aspect ratio;building;camera;capture;compose;field of view;framing;geometry;image;Images;landscape;lines;nature;orientation;outdoor;panorama;panorama vertical;panorama_vertical;perspective;photo;photography;picture;rectangle;scene;shape;shoot;stitch;travel;urban;vertical;view;wide;wide angle
panorama_wide_angle	ms:ms ms-panorama_wide_angle	e40f	Images	142	adjust;album;angle;aperture;broad;camera;capture;crop;edit;expansive;film;focal length;frame;gallery;horizontal;image;Images;landscape;lens;media;panorama;panorama wide angle;panorama_wide_angle;perspective;photo;photography;picture;scenic;view;vision;visual;wide;wide angle
paragliding	ms:ms ms-paragliding	e50f	Activities	377	Activities;activity;adventure;aerial;air;altitude;athlete;athletic;body;entertainment;exercise;exploration;extreme;flight;fly;flying;freedom;fun;gliding;hobby;human;journey;landscape;leisure;nature;outdoor;parachute;paragliding;people;person;recreation;sail;sky;skydiving;social;sport;sports;thrilling;tourism;travel;vacation;wind;wing
parent_child_dining	ms:ms ms-parent_child_dining	f22d	Maps	2	accessibility;adult;amenity;baby;baby friendly;body;care;chair;child;children;comfort;dine;dining;eating;facility;family;family-friendly;feeding;figure;food;high chair;human;infant;kid;Maps;meal;parent;parent child dining;parent_child_dining;people;person;restaurant;seated;service;silhouette;sitting;table;toddler;young
park	ms:ms ms-park	ea63	Maps	2060	area;attraction;destination;environment;fresh;garden;green space;land;landscape;leisure;local;location;map;Maps;monument;nature;outdoor;outside;park;pin;plant;preserve;public space;recreation;relaxation;tree;trees
parking_meter	ms:ms ms-parking_meter	f28a	Transit	9	auto;automate;automobile;car;cars;circle;city;clock;coin;display;expired;fine;indicator;location;machine;meter;money;park;parking;parking meter;parking_meter;payment;penalty;pole;rectangle;spot;street;ticket;time;timer;town;Transit;transportation;urban;vehicle
parking_sign	ms:ms ms-parking_sign	f289	Transit	18	area;auto;automobile;car;cars;designated;direction;geometry;guidance;information;letter p;location;lot;map;meter;navigation;p;parking;parking sign;parking_sign;public;road;route;shape;sign;space;spot;square;street;symbol;traffic;Transit;transport;transportation;uppercase p;vehicle
parking_valet	ms:ms ms-parking_valet	f288	Transit	5	attendant;auto;automative;automobile;automotive;capital p;car;cars;concierge;drop off;garage;human;letter p;location;lot;map;p;parking;parking valet;parking_valet;people;person;pick up;rectangle;road;service;sign;space;spot;square;symbol;traffic;Transit;transport;transportation;travel;valet;vehicle
